sample	group	P	odds.ratio	Jaccard	intersection	union	FDR	LOGP	LOGFDR	ens_id	symbol
M0.C31	M10 Ambiguous	0.299175121366413	1.18481492392137	0.0215633423180593	16	742	1	0.524074524118122	0	ENSMUSG00000001995,ENSMUSG00000020220,ENSMUSG00000021733,ENSMUSG00000025224,ENSMUSG00000026219,ENSMUSG00000026249,ENSMUSG00000028207,ENSMUSG00000032356,ENSMUSG00000032449,ENSMUSG00000037331,ENSMUSG00000039428,ENSMUSG00000039716,ENSMUSG00000040407,ENSMUSG00000046876,ENSMUSG00000066151,ENSMUSG00000118664	Sipa1l2,Vps13d,Slc4a7,Gbf1,Trip12,Serpine2,Asph,Rasgrf1,Slc25a36,Larp1,Tmem135,Dock3,Akap9,Atxn1,Fkbp15,Tusc3
M0.C31	M3 Oligo/Myelination	0.994372678791049	0.549596827587387	0.0165745856353591	15	905	1	0.00245081680133877	0	ENSMUSG00000001036,ENSMUSG00000001687,ENSMUSG00000004677,ENSMUSG00000006651,ENSMUSG00000016534,ENSMUSG00000023150,ENSMUSG00000024413,ENSMUSG00000028412,ENSMUSG00000028745,ENSMUSG00000029655,ENSMUSG00000030766,ENSMUSG00000031360,ENSMUSG00000045962,ENSMUSG00000050708,ENSMUSG00000072235	Epn2,Ubl3,Myo9b,Aplp1,Lamp2,Ivns1abp,Npc1,Slc44a1,Capzb,N4bp2l2,Arhgap17,Ctps2,Wnk1,Ftl1,Tuba1a
M0.C31	M4 Synapse/Neuron	0.918222840181368	0.709549445239152	0.017156862745098	14	816	1	0.0370519086497583	0	ENSMUSG00000000826,ENSMUSG00000015733,ENSMUSG00000020149,ENSMUSG00000027303,ENSMUSG00000027351,ENSMUSG00000027506,ENSMUSG00000029064,ENSMUSG00000029108,ENSMUSG00000029713,ENSMUSG00000033768,ENSMUSG00000034187,ENSMUSG00000037533,ENSMUSG00000047187,ENSMUSG00000056553	Dnajc5,Capza2,Rab1a,Ptpra,Spred1,Tpd52,Gnb1,Pcdh7,Gnb2,Nrxn2,Nsf,Rapgef6,Rab2a,Ptprn2
M0.C31	M9 Golgi	0.991326637240346	0.480948509136486	0.0102960102960103	8	777	1	0.00378322404353515	0	ENSMUSG00000002428,ENSMUSG00000017485,ENSMUSG00000019254,ENSMUSG00000020070,ENSMUSG00000020827,ENSMUSG00000020982,ENSMUSG00000028830,ENSMUSG00000047866	Hltf,Top2b,Ppp1r12c,Rufy2,Mink1,Nemf,AU040320,Lonp2
M0.C31	M17 Transcription	0.992994512558548	0.428684474262037	0.00805369127516779	6	745	1	0.00305315147654953	0	ENSMUSG00000024287,ENSMUSG00000029705,ENSMUSG00000030759,ENSMUSG00000034707,ENSMUSG00000035901,ENSMUSG00000043411	Thoc1,Cux1,Far1,Gns,Dennd5a,Usp48
M0.C31	M1 Synapse/Neuron	0.672173586493558	0.934391406195789	0.0337837837837838	35	1036	1	0.172518557420658	0	ENSMUSG00000000441,ENSMUSG00000006273,ENSMUSG00000017291,ENSMUSG00000018965,ENSMUSG00000020152,ENSMUSG00000021051,ENSMUSG00000021948,ENSMUSG00000022295,ENSMUSG00000022710,ENSMUSG00000022770,ENSMUSG00000022789,ENSMUSG00000024462,ENSMUSG00000024589,ENSMUSG00000024855,ENSMUSG00000025060,ENSMUSG00000025583,ENSMUSG00000026155,ENSMUSG00000026878,ENSMUSG00000028176,ENSMUSG00000029787,ENSMUSG00000030774,ENSMUSG00000033940,ENSMUSG00000034342,ENSMUSG00000034593,ENSMUSG00000034709,ENSMUSG00000035653,ENSMUSG00000036095,ENSMUSG00000036452,ENSMUSG00000038084,ENSMUSG00000038807,ENSMUSG00000040118,ENSMUSG00000040560,ENSMUSG00000041890,ENSMUSG00000055067,ENSMUSG00000059146	Raf1,Atp6v1b2,Taok1,Ywhah,Actr2,Ppp2r5e,Prkcd,Atp6v1c1,Usp7,Dlg1,Dnm1l,Gabbr1,Nedd4l,Pacs1,Slk,Rptor,Smap1,Rab14,Lrrc7,Avl9,Pak1,Brk1,Cbl,Myo5a,Ppp1r21,Lrfn5,Dgkb,Arhgap26,Opa1,Rap1gap2,Cacna2d1,Wdr7,Git2,Smyd3,Ntrk3
M0.C31	M8 Protein Transport	0.408981129472975	1.08800012213641	0.0221354166666667	17	768	1	0.388296730024011	0	ENSMUSG00000004070,ENSMUSG00000020152,ENSMUSG00000020340,ENSMUSG00000020883,ENSMUSG00000020993,ENSMUSG00000022100,ENSMUSG00000022789,ENSMUSG00000025261,ENSMUSG00000026490,ENSMUSG00000028149,ENSMUSG00000028926,ENSMUSG00000030744,ENSMUSG00000031731,ENSMUSG00000032468,ENSMUSG00000032560,ENSMUSG00000033423,ENSMUSG00000075706	Hmox2,Actr2,Cyfip2,Fbxl20,Trappc6b,Xpo7,Dnm1l,Huwe1,Cdc42bpa,Rap1gds1,Cdk14,Rps3,Ap1g1,Armc8,Dnajc13,Eri3,Gpx4
M0.C31	M19 Axonogenesis	0.499657645626675	1.04163563069315	0.0144300144300144	10	693	1	0.301327462745144	0	ENSMUSG00000020124,ENSMUSG00000022433,ENSMUSG00000022749,ENSMUSG00000026575,ENSMUSG00000034265,ENSMUSG00000036095,ENSMUSG00000037400,ENSMUSG00000039206,ENSMUSG00000058704,ENSMUSG00000065954	Usp15,Csnk1e,Tbc1d23,Nme7,Zdhhc14,Dgkb,Atp11b,Daglb,Memo1,Tacc1
M0.C31	M6 Ribosome	0.999991450645275	0.203531774447571	0.00493218249075216	4	811	1	3.71295345257582e-06	0	ENSMUSG00000024073,ENSMUSG00000024082,ENSMUSG00000032480,ENSMUSG00000038664	Birc6,Ndufaf7,Dhx30,Herc1
M0.C31	M7 MAPK/Metabolism	0.852190815338873	0.768934845324626	0.0166240409207161	13	782	1	0.0694631508081084	0	ENSMUSG00000004267,ENSMUSG00000017776,ENSMUSG00000019877,ENSMUSG00000020903,ENSMUSG00000021180,ENSMUSG00000021910,ENSMUSG00000022048,ENSMUSG00000027087,ENSMUSG00000028452,ENSMUSG00000036241,ENSMUSG00000036427,ENSMUSG00000038332,ENSMUSG00000059923	Eno2,Crk,Serinc1,Stx8,Rps6ka5,Nisch,Dpysl2,Itgav,Vcp,Ube2r2,Gpi1,Sesn1,Grb2
